Predicted_Labels  True_Labels
0  0
0  0
7  0
7  0
0  0
7  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
8  0
0  0
0  0
0  0
0  0
0  0
7  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
8  0
0  0
0  0
0  0
0  0
0  0
8  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
7  0
0  0
0  0
0  0
0  0
0  0
0  0
7  0
7  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
8  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
15  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
3  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
3  1
1  1
1  1
1  1
1  1
8  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
3  1
1  1
8  1
1  1
1  1
1  1
1  1
1  1
1  1
3  1
8  1
3  1
1  1
3  1
3  1
1  1
1  1
3  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
8  1
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
13  2
2  2
2  2
13  2
2  2
2  2
8  2
8  2
2  2
2  2
8  2
2  2
0  2
8  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
14  2
14  2
14  2
5  2
2  2
2  2
2  2
5  2
5  2
2  2
2  2
2  2
2  2
2  2
2  2
5  2
2  2
8  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
0  2
2  2
2  2
7  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
9  2
2  2
2  2
2  2
2  2
7  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
9  2
9  2
8  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
9  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
