Predicted_Labels  True_Labels
0  0
0  0
0  0
8  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
8  0
0  0
0  0
0  0
0  0
0  0
7  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
8  0
0  0
7  0
0  0
0  0
0  0
0  0
0  0
0  0
9  0
4  0
0  0
7  0
0  0
0  0
8  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
0  0
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
2  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
8  1
1  1
1  1
3  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
1  1
13  2
2  2
2  2
2  2
13  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
13  2
13  2
13  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
9  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
9  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
9  2
9  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
2  2
